,Date,Year,Month,Day,TAVE (C),SNOW (in),PRCP (in)
1019,2006-10-16,2006,10,16,11.11111111111111,0.0,0.0
1020,2006-10-17,2006,10,17,14.444444444444445,0.0,1.09
1021,2006-10-18,2006,10,18,19.444444444444443,0.0,0.0
1022,2006-10-19,2006,10,19,17.22222222222222,0.0,0.05
1023,2006-10-20,2006,10,20,13.88888888888889,0.0,0.45
1024,2006-10-21,2006,10,21,10.555555555555555,0.0,0.0
1025,2006-10-22,2006,10,22,11.666666666666666,0.0,0.0
1026,2006-10-23,2006,10,23,10.0,0.0,0.0
1027,2006-10-24,2006,10,24,8.333333333333334,0.0,0.0
1028,2006-10-25,2006,10,25,9.444444444444445,0.0,0.0
1029,2006-10-26,2006,10,26,7.222222222222222,0.0,0.0
1030,2006-10-27,2006,10,27,6.666666666666667,0.0,0.32
1031,2006-10-28,2006,10,28,13.88888888888889,0.0,2.22
1032,2006-10-29,2006,10,29,9.444444444444445,0.0,0.0
1033,2006-10-30,2006,10,30,11.11111111111111,0.0,0.0
1034,2006-10-31,2006,10,31,15.555555555555555,0.0,0.0
1035,2006-11-01,2006,11,1,17.22222222222222,0.0,0.01
1036,2006-11-02,2006,11,2,11.11111111111111,0.0,0.26
1037,2006-11-03,2006,11,3,5.555555555555555,0.0,0.0
1038,2006-11-04,2006,11,4,5.0,0.0,0.0
1039,2006-11-05,2006,11,5,6.666666666666667,0.0,0.0
1040,2006-11-06,2006,11,6,9.444444444444445,0.0,0.0
1041,2006-11-07,2006,11,7,11.666666666666666,0.0,0.02
1042,2006-11-08,2006,11,8,14.444444444444445,0.0,3.6
1043,2006-11-09,2006,11,9,16.666666666666668,0.0,0.0
1044,2006-11-10,2006,11,10,13.333333333333334,0.0,0.0
1045,2006-11-11,2006,11,11,14.444444444444445,0.0,0.0
1046,2006-11-12,2006,11,12,12.777777777777779,0.0,0.29
1047,2006-11-13,2006,11,13,13.88888888888889,0.0,0.43
1048,2006-11-14,2006,11,14,14.444444444444445,0.0,0.08
1049,2006-11-15,2006,11,15,15.555555555555555,0.0,0.0
1050,2006-11-16,2006,11,16,17.77777777777778,0.0,0.73
1051,2006-11-17,2006,11,17,13.333333333333334,0.0,0.0
1052,2006-11-18,2006,11,18,8.88888888888889,0.0,0.0
1053,2006-11-19,2006,11,19,7.222222222222222,0.0,0.0
1054,2006-11-20,2006,11,20,5.555555555555555,0.0,0.0
1055,2006-11-21,2006,11,21,5.0,0.0,0.0
1056,2006-11-22,2006,11,22,5.555555555555555,0.0,0.01
1057,2006-11-23,2006,11,23,5.555555555555555,0.0,1.72
1058,2006-11-24,2006,11,24,10.0,0.0,0.19
1059,2006-11-25,2006,11,25,8.333333333333334,0.0,0.0
1060,2006-11-26,2006,11,26,11.11111111111111,0.0,0.0
1061,2006-11-27,2006,11,27,13.333333333333334,0.0,0.0
1062,2006-11-28,2006,11,28,12.777777777777779,0.0,0.0
1063,2006-11-29,2006,11,29,12.777777777777779,0.0,0.0
1064,2006-11-30,2006,11,30,17.77777777777778,0.0,0.0
1065,2006-12-01,2006,12,1,15.555555555555555,0.0,0.23
1066,2006-12-02,2006,12,2,6.666666666666667,0.0,0.0
1067,2006-12-03,2006,12,3,5.0,0.0,0.0
1068,2006-12-04,2006,12,4,2.2222222222222223,0.0,0.0
1069,2006-12-05,2006,12,5,0.5555555555555556,0.0,0.0
1070,2006-12-06,2006,12,6,4.444444444444445,0.0,0.0
1071,2006-12-07,2006,12,7,4.444444444444445,0.0,0.0
1072,2006-12-08,2006,12,8,-4.444444444444445,0.0,0.0
1073,2006-12-09,2006,12,9,-0.5555555555555556,0.0,0.0
1074,2006-12-10,2006,12,10,7.222222222222222,0.0,0.0
1075,2006-12-11,2006,12,11,10.555555555555555,0.0,0.0
1076,2006-12-12,2006,12,12,8.333333333333334,0.0,0.0
1077,2006-12-13,2006,12,13,11.11111111111111,0.0,0.21
1078,2006-12-14,2006,12,14,11.11111111111111,0.0,0.0
1079,2006-12-15,2006,12,15,8.88888888888889,0.0,0.01
1080,2006-12-16,2006,12,16,7.777777777777778,0.0,0.0
1081,2006-12-17,2006,12,17,9.444444444444445,0.0,0.0
1082,2006-12-18,2006,12,18,11.11111111111111,0.0,0.0
1083,2006-12-19,2006,12,19,5.0,0.0,0.0
1084,2006-12-20,2006,12,20,4.444444444444445,0.0,0.0
1085,2006-12-21,2006,12,21,7.777777777777778,0.0,0.0
1086,2006-12-22,2006,12,22,6.666666666666667,0.0,0.47
1087,2006-12-23,2006,12,23,12.222222222222221,0.0,0.78
1088,2006-12-24,2006,12,24,8.88888888888889,0.0,0.0
1089,2006-12-25,2006,12,25,5.555555555555555,0.0,0.37
1090,2006-12-26,2006,12,26,8.88888888888889,0.0,0.08
1091,2006-12-27,2006,12,27,5.0,0.0,0.0
1092,2006-12-28,2006,12,28,5.555555555555555,0.0,0.0
1093,2006-12-29,2006,12,29,6.111111111111111,0.0,0.0
1094,2006-12-30,2006,12,30,5.0,0.0,0.0
1095,2006-12-31,2006,12,31,3.888888888888889,0.0,0.0
1096,2007-01-01,2007,1,1,10.555555555555555,0.0,1.52
1097,2007-01-02,2007,1,2,7.777777777777778,0.0,0.0
1098,2007-01-03,2007,1,3,7.222222222222222,0.0,0.0
1099,2007-01-04,2007,1,4,10.0,0.0,0.0
1100,2007-01-05,2007,1,5,14.444444444444445,0.0,0.03
1101,2007-01-06,2007,1,6,17.22222222222222,0.0,0.01
1102,2007-01-07,2007,1,7,9.444444444444445,0.0,0.17
1103,2007-01-08,2007,1,8,8.333333333333334,0.0,1.25
1104,2007-01-09,2007,1,9,3.888888888888889,0.0,0.0
1105,2007-1-10,2007,1,10,0.5555555555555556,0.0,0.0
1106,2007-01-11,2007,1,11,0.0,0.0,0.0
1107,2007-01-12,2007,1,12,6.111111111111111,0.0,0.01
1108,2007-01-13,2007,1,13,10.555555555555555,0.0,0.06
1109,2007-01-14,2007,1,14,6.666666666666667,0.0,0.09
1110,2007-01-15,2007,1,15,9.444444444444445,0.0,0.06
1111,2007-01-16,2007,1,16,3.888888888888889,0.0,0.0
1112,2007-01-17,2007,1,17,-4.444444444444445,0.0,0.0
1113,2007-01-18,2007,1,18,-0.5555555555555556,0.0,0.09
1114,2007-01-19,2007,1,19,2.2222222222222223,0.3,0.09
1115,2007-01-20,2007,1,20,-2.7777777777777777,0.1,0.01
1116,2007-01-21,2007,1,21,-4.444444444444445,0.0,0.0
1117,2007-01-22,2007,1,22,-1.1111111111111112,0.0,0.0
1118,2007-01-23,2007,1,23,0.0,0.0,0.0
1119,2007-01-24,2007,1,24,2.2222222222222223,0.0,0.0
1120,2007-01-25,2007,1,25,-3.888888888888889,0.1,0.01
1121,2007-01-26,2007,1,26,-8.88888888888889,0.0,0.0
1122,2007-01-27,2007,1,27,-0.5555555555555556,0.0,0.01
1123,2007-01-28,2007,1,28,2.2222222222222223,0.4,0.05
1124,2007-01-29,2007,1,29,-3.3333333333333335,0.1,0.01
1125,2007-01-30,2007,1,30,-2.2222222222222223,1.0,0.1
1126,2007-01-31,2007,1,31,-1.6666666666666667,0.6,0.06
1127,2007-02-01,2007,2,1,-1.1111111111111112,0.0,0.0
1128,2007-02-02,2007,2,2,1.6666666666666667,0.0,0.23
1129,2007-02-03,2007,2,3,-1.6666666666666667,0.0,0.0
1130,2007-02-04,2007,2,4,-5.0,0.0,0.0
1131,2007-02-05,2007,2,5,-10.555555555555555,0.0,0.0
1132,2007-02-06,2007,2,6,-7.777777777777778,0.0,0.0
1133,2007-02-07,2007,2,7,-7.222222222222222,0.0,0.0
1134,2007-02-08,2007,2,8,-6.111111111111111,0.0,0.0
1135,2007-02-09,2007,2,9,-3.888888888888889,0.0,0.0
1136,2007-2-10,2007,2,10,-2.2222222222222223,0.0,0.0
1137,2007-02-11,2007,2,11,-3.3333333333333335,0.0,0.0
1138,2007-02-12,2007,2,12,1.1111111111111112,0.0,0.0
1139,2007-02-13,2007,2,13,-2.7777777777777777,0.0,0.03
1140,2007-02-14,2007,2,14,-5.0,2.0,0.94
1141,2007-02-15,2007,2,15,-6.666666666666667,0.0,0.0
1142,2007-02-16,2007,2,16,-5.555555555555555,0.0,0.0
1143,2007-02-17,2007,2,17,-2.7777777777777777,0.0,0.0
1144,2007-02-18,2007,2,18,-3.3333333333333335,0.0,0.0
1145,2007-02-19,2007,2,19,-6.111111111111111,0.0,0.0
1146,2007-02-20,2007,2,20,3.3333333333333335,0.0,0.1
1147,2007-02-21,2007,2,21,6.666666666666667,0.0,0.01
1148,2007-02-22,2007,2,22,5.0,0.0,0.21
1149,2007-02-23,2007,2,23,-0.5555555555555556,0.0,0.0
1150,2007-02-24,2007,2,24,-0.5555555555555556,0.0,0.0
1151,2007-02-25,2007,2,25,-0.5555555555555556,1.2,0.19
1152,2007-02-26,2007,2,26,0.5555555555555556,0.6,0.28
1153,2007-02-27,2007,2,27,3.888888888888889,0.0,0.0
1154,2007-02-28,2007,2,28,5.0,0.0,0.0
1155,2007-03-01,2007,3,1,4.444444444444445,0.0,0.14
1156,2007-03-02,2007,3,2,8.333333333333334,0.0,2.41
1157,2007-03-03,2007,3,3,10.0,0.0,0.0
1158,2007-03-04,2007,3,4,2.7777777777777777,0.0,0.0
1159,2007-03-05,2007,3,5,-0.5555555555555556,0.0,0.0
1160,2007-03-06,2007,3,6,-8.88888888888889,0.0,0.0
1161,2007-03-07,2007,3,7,-7.777777777777778,0.5,0.04
1162,2007-03-08,2007,3,8,-3.3333333333333335,0.0,0.0
1163,2007-03-09,2007,3,9,-4.444444444444445,0.0,0.0
1164,2007-3-10,2007,3,10,7.222222222222222,0.0,0.07
1165,2007-03-11,2007,3,11,6.666666666666667,0.0,0.16
1166,2007-03-12,2007,3,12,8.333333333333334,0.0,0.0
1167,2007-03-13,2007,3,13,10.0,0.0,0.0
1168,2007-03-14,2007,3,14,14.444444444444445,0.0,0.0
1169,2007-03-15,2007,3,15,11.11111111111111,0.0,0.32
1170,2007-03-16,2007,3,16,-0.5555555555555556,5.5,2.03
1171,2007-03-17,2007,3,17,0.0,0.0,0.03
1172,2007-03-18,2007,3,18,0.5555555555555556,0.0,0.0
1173,2007-03-19,2007,3,19,2.7777777777777777,0.0,0.0
1174,2007-03-20,2007,3,20,5.555555555555555,0.0,0.0
1175,2007-03-21,2007,3,21,0.5555555555555556,0.0,0.0
1176,2007-03-22,2007,3,22,12.222222222222221,0.0,0.02
1177,2007-03-23,2007,3,23,13.333333333333334,0.0,0.09
1178,2007-03-24,2007,3,24,8.88888888888889,0.0,0.03
1179,2007-03-25,2007,3,25,7.777777777777778,0.0,0.0
1180,2007-03-26,2007,3,26,8.333333333333334,0.0,0.0
1181,2007-03-27,2007,3,27,17.77777777777778,0.0,0.01
1182,2007-03-28,2007,3,28,12.777777777777779,0.0,0.0
1183,2007-03-29,2007,3,29,8.88888888888889,0.0,0.0
1184,2007-03-30,2007,3,30,12.222222222222221,0.0,0.0
1185,2007-03-31,2007,3,31,11.11111111111111,0.0,0.0
1186,2007-04-01,2007,4,1,7.777777777777778,0.0,0.06
1187,2007-04-02,2007,4,2,9.444444444444445,0.0,0.06
1188,2007-04-03,2007,4,3,11.666666666666666,0.0,0.0
1189,2007-04-04,2007,4,4,5.0,0.0,0.85
1190,2007-04-05,2007,4,5,3.888888888888889,0.0,0.0
1191,2007-04-06,2007,4,6,2.7777777777777777,0.0,0.0
1192,2007-04-07,2007,4,7,2.7777777777777777,0.0,0.0
1193,2007-04-08,2007,4,8,2.2222222222222223,0.0,0.0
1194,2007-04-09,2007,4,9,5.0,0.0,0.0
1195,2007-4-10,2007,4,10,5.555555555555555,0.0,0.0
1196,2007-04-11,2007,4,11,6.111111111111111,0.0,0.0
1197,2007-04-12,2007,4,12,5.555555555555555,0.0,1.38
1198,2007-04-13,2007,4,13,7.777777777777778,0.0,0.0
1199,2007-04-14,2007,4,14,8.88888888888889,0.0,0.0
1200,2007-04-15,2007,4,15,8.88888888888889,0.0,7.57
1201,2007-04-16,2007,4,16,6.111111111111111,0.0,0.9
1202,2007-04-17,2007,4,17,8.333333333333334,0.0,0.04
1203,2007-04-18,2007,4,18,8.333333333333334,0.0,0.0
1204,2007-04-19,2007,4,19,11.666666666666666,0.0,0.01
1205,2007-04-20,2007,4,20,14.444444444444445,0.0,0.0
1206,2007-04-21,2007,4,21,16.666666666666668,0.0,0.0
1207,2007-04-22,2007,4,22,19.444444444444443,0.0,0.0
1208,2007-04-23,2007,4,23,22.22222222222222,0.0,0.0
1209,2007-04-24,2007,4,24,19.444444444444443,0.0,0.0
1210,2007-04-25,2007,4,25,13.88888888888889,0.0,0.14
1211,2007-04-26,2007,4,26,12.222222222222221,0.0,0.0
1212,2007-04-27,2007,4,27,11.11111111111111,0.0,2.04
1213,2007-04-28,2007,4,28,17.22222222222222,0.0,0.0
1214,2007-04-29,2007,4,29,16.11111111111111,0.0,0.0
1215,2007-04-30,2007,4,30,18.88888888888889,0.0,0.0
1216,2007-05-01,2007,5,1,16.11111111111111,0.0,0.32
1217,2007-05-02,2007,5,2,15.0,0.0,0.1
1218,2007-05-03,2007,5,3,16.666666666666668,0.0,0.0
1219,2007-05-04,2007,5,4,16.11111111111111,0.0,0.0
1220,2007-05-05,2007,5,5,16.666666666666668,0.0,0.0
1221,2007-05-06,2007,5,6,12.777777777777779,0.0,0.0
1222,2007-05-07,2007,5,7,13.333333333333334,0.0,0.0
1223,2007-05-08,2007,5,8,15.555555555555555,0.0,0.0
1224,2007-05-09,2007,5,9,21.11111111111111,0.0,0.0
1225,2007-5-10,2007,5,10,20.555555555555557,0.0,0.0
1226,2007-05-11,2007,5,11,20.555555555555557,0.0,0.19
1227,2007-05-12,2007,5,12,17.77777777777778,0.0,0.18
1228,2007-05-13,2007,5,13,15.0,0.0,0.0
1229,2007-05-14,2007,5,14,15.555555555555555,0.0,0.0
1230,2007-05-15,2007,5,15,21.11111111111111,0.0,0.0
1231,2007-05-16,2007,5,16,22.22222222222222,0.0,0.83
1232,2007-05-17,2007,5,17,16.666666666666668,0.0,0.0
1233,2007-05-18,2007,5,18,10.555555555555555,0.0,0.0
1234,2007-05-19,2007,5,19,12.222222222222221,0.0,0.21
1235,2007-05-20,2007,5,20,17.22222222222222,0.0,0.02
1236,2007-05-21,2007,5,21,16.666666666666668,0.0,0.0
1237,2007-05-22,2007,5,22,18.333333333333332,0.0,0.0
1238,2007-05-23,2007,5,23,18.333333333333332,0.0,0.0
1239,2007-05-24,2007,5,24,21.666666666666668,0.0,0.0
1240,2007-05-25,2007,5,25,25.0,0.0,0.0
1241,2007-05-26,2007,5,26,25.555555555555557,0.0,0.0
1242,2007-05-27,2007,5,27,24.444444444444443,0.0,0.03
1243,2007-05-28,2007,5,28,23.88888888888889,0.0,0.0
1244,2007-05-29,2007,5,29,21.666666666666668,0.0,0.0
1245,2007-05-30,2007,5,30,22.77777777777778,0.0,0.0
1246,2007-05-31,2007,5,31,25.555555555555557,0.0,0.0
1247,2007-06-01,2007,6,1,24.444444444444443,0.0,0.0
1248,2007-06-02,2007,6,2,26.666666666666668,0.0,0.0
1249,2007-06-03,2007,6,3,21.666666666666668,0.0,1.62
1250,2007-06-04,2007,6,4,18.333333333333332,0.0,2.29
1251,2007-06-05,2007,6,5,23.333333333333332,0.0,0.0
1252,2007-06-06,2007,6,6,17.77777777777778,0.0,0.0
1253,2007-06-07,2007,6,7,18.333333333333332,0.0,0.0
1254,2007-06-08,2007,6,8,23.88888888888889,0.0,0.0
1255,2007-06-09,2007,6,9,23.333333333333332,0.0,0.01
1256,2007-6-10,2007,6,10,19.444444444444443,0.0,0.0
1257,2007-06-11,2007,6,11,23.333333333333332,0.0,0.03
1258,2007-06-12,2007,6,12,23.333333333333332,0.0,1.18
1259,2007-06-13,2007,6,13,16.666666666666668,0.0,0.0
1260,2007-06-14,2007,6,14,15.555555555555555,0.0,0.0
1261,2007-06-15,2007,6,15,19.444444444444443,0.0,0.0
1262,2007-06-16,2007,6,16,21.666666666666668,0.0,0.04
1263,2007-06-17,2007,6,17,24.444444444444443,0.0,0.0
1264,2007-06-18,2007,6,18,24.444444444444443,0.0,0.0
1265,2007-06-19,2007,6,19,22.77777777777778,0.0,0.33
1266,2007-06-20,2007,6,20,22.77777777777778,0.0,0.14
1267,2007-06-21,2007,6,21,21.11111111111111,0.0,0.18
1268,2007-06-22,2007,6,22,20.0,0.0,0.0
1269,2007-06-23,2007,6,23,18.333333333333332,0.0,0.0
1270,2007-06-24,2007,6,24,20.555555555555557,0.0,0.0
1271,2007-06-25,2007,6,25,23.333333333333332,0.0,0.0
1272,2007-06-26,2007,6,26,27.77777777777778,0.0,0.0
1273,2007-06-27,2007,6,27,26.666666666666668,0.0,0.69
1274,2007-06-28,2007,6,28,26.11111111111111,0.0,0.03
1275,2007-06-29,2007,6,29,22.22222222222222,0.0,0.0
1276,2007-06-30,2007,6,30,22.22222222222222,0.0,0.01
1277,2007-07-01,2007,7,1,20.0,0.0,0.0
1278,2007-07-02,2007,7,2,18.88888888888889,0.0,0.0
1279,2007-07-03,2007,7,3,21.11111111111111,0.0,0.0
1280,2007-07-04,2007,7,4,20.0,0.0,0.07
1281,2007-07-05,2007,7,5,22.77777777777778,0.0,1.3
1282,2007-07-06,2007,7,6,23.88888888888889,0.0,0.03
1283,2007-07-07,2007,7,7,24.444444444444443,0.0,0.0
1284,2007-07-08,2007,7,8,26.666666666666668,0.0,0.0
1285,2007-07-09,2007,7,9,28.88888888888889,0.0,0.0
1286,2007-7-10,2007,7,10,28.333333333333332,0.0,0.0
1287,2007-07-11,2007,7,11,25.555555555555557,0.0,1.01
1288,2007-07-12,2007,7,12,22.77777777777778,0.0,0.0
1289,2007-07-13,2007,7,13,23.88888888888889,0.0,0.0
1290,2007-07-14,2007,7,14,23.88888888888889,0.0,0.0
1291,2007-07-15,2007,7,15,26.666666666666668,0.0,0.01
1292,2007-07-16,2007,7,16,25.0,0.0,0.0
1293,2007-07-17,2007,7,17,26.11111111111111,0.0,0.0
1294,2007-07-18,2007,7,18,23.333333333333332,0.0,1.59
1295,2007-07-19,2007,7,19,25.0,0.0,0.19
1296,2007-07-20,2007,7,20,22.77777777777778,0.0,0.0
1297,2007-07-21,2007,7,21,22.77777777777778,0.0,0.0
1298,2007-07-22,2007,7,22,24.444444444444443,0.0,0.0
1299,2007-07-23,2007,7,23,18.88888888888889,0.0,2.31
1300,2007-07-24,2007,7,24,21.11111111111111,0.0,0.0
1301,2007-07-25,2007,7,25,23.88888888888889,0.0,0.0
1302,2007-07-26,2007,7,26,25.555555555555557,0.0,0.0
1303,2007-07-27,2007,7,27,25.555555555555557,0.0,0.0
1304,2007-07-28,2007,7,28,25.555555555555557,0.0,0.0
1305,2007-07-29,2007,7,29,24.444444444444443,0.0,0.38
1306,2007-07-30,2007,7,30,25.555555555555557,0.0,0.0
1307,2007-07-31,2007,7,31,26.666666666666668,0.0,0.0
1308,2007-08-01,2007,8,1,27.22222222222222,0.0,0.0
1309,2007-08-02,2007,8,2,28.88888888888889,0.0,0.0
1310,2007-08-03,2007,8,3,25.555555555555557,0.0,1.15
1311,2007-08-04,2007,8,4,26.11111111111111,0.0,0.01
1312,2007-08-05,2007,8,5,25.555555555555557,0.0,0.0
1313,2007-08-06,2007,8,6,25.555555555555557,0.0,0.0
1314,2007-08-07,2007,8,7,27.77777777777778,0.0,0.0
1315,2007-08-08,2007,8,8,27.77777777777778,0.0,2.5
1316,2007-08-09,2007,8,9,25.555555555555557,0.0,0.0
1317,2007-8-10,2007,8,10,18.333333333333332,0.0,1.28
1318,2007-08-11,2007,8,11,20.555555555555557,0.0,0.0
1319,2007-08-12,2007,8,12,25.0,0.0,0.0
1320,2007-08-13,2007,8,13,25.0,0.0,0.04
1321,2007-08-14,2007,8,14,22.77777777777778,0.0,0.0
1322,2007-08-15,2007,8,15,24.444444444444443,0.0,0.0
1323,2007-08-16,2007,8,16,26.11111111111111,0.0,0.01
1324,2007-08-17,2007,8,17,23.333333333333332,0.0,0.74
1325,2007-08-18,2007,8,18,19.444444444444443,0.0,0.0
1326,2007-08-19,2007,8,19,18.88888888888889,0.0,0.12
1327,2007-08-20,2007,8,20,17.77777777777778,0.0,0.06
1328,2007-08-21,2007,8,21,14.444444444444445,0.0,1.27
1329,2007-08-22,2007,8,22,16.11111111111111,0.0,0.0
1330,2007-08-23,2007,8,23,20.555555555555557,0.0,0.0
1331,2007-08-24,2007,8,24,23.88888888888889,0.0,0.0
1332,2007-08-25,2007,8,25,26.666666666666668,0.0,0.0
1333,2007-08-26,2007,8,26,24.444444444444443,0.0,0.0
1334,2007-08-27,2007,8,27,23.88888888888889,0.0,0.0
1335,2007-08-28,2007,8,28,24.444444444444443,0.0,0.0
1336,2007-08-29,2007,8,29,24.444444444444443,0.0,0.0
1337,2007-08-30,2007,8,30,25.555555555555557,0.0,0.0
1338,2007-08-31,2007,8,31,23.333333333333332,0.0,0.0
1339,2007-09-01,2007,9,1,22.22222222222222,0.0,0.0
1340,2007-09-02,2007,9,2,20.0,0.0,0.0
1341,2007-09-03,2007,9,3,22.77777777777778,0.0,0.0
1342,2007-09-04,2007,9,4,24.444444444444443,0.0,0.0
1343,2007-09-05,2007,9,5,22.22222222222222,0.0,0.0
1344,2007-09-06,2007,9,6,23.333333333333332,0.0,0.0
1345,2007-09-07,2007,9,7,25.555555555555557,0.0,0.0
1346,2007-09-08,2007,9,8,26.666666666666668,0.0,0.0
1347,2007-09-09,2007,9,9,25.555555555555557,0.0,0.0
1348,2007-9-10,2007,9,10,24.444444444444443,0.0,0.13
1349,2007-09-11,2007,9,11,22.22222222222222,0.0,1.21
1350,2007-09-12,2007,9,12,20.555555555555557,0.0,0.0
1351,2007-09-13,2007,9,13,18.88888888888889,0.0,0.0
1352,2007-09-14,2007,9,14,20.555555555555557,0.0,0.0
1353,2007-09-15,2007,9,15,16.666666666666668,0.0,0.08
1354,2007-09-16,2007,9,16,14.444444444444445,0.0,0.0
1355,2007-09-17,2007,9,17,15.555555555555555,0.0,0.0
1356,2007-09-18,2007,9,18,16.666666666666668,0.0,0.0
1357,2007-09-19,2007,9,19,18.88888888888889,0.0,0.0
1358,2007-09-20,2007,9,20,21.666666666666668,0.0,0.0
1359,2007-09-21,2007,9,21,22.77777777777778,0.0,0.0
1360,2007-09-22,2007,9,22,21.11111111111111,0.0,0.31
1361,2007-09-23,2007,9,23,21.11111111111111,0.0,0.0
1362,2007-09-24,2007,9,24,20.555555555555557,0.0,0.0
1363,2007-09-25,2007,9,25,23.333333333333332,0.0,0.0
1364,2007-09-26,2007,9,26,25.555555555555557,0.0,0.0
1365,2007-09-27,2007,9,27,25.0,0.0,0.0
1366,2007-09-28,2007,9,28,20.555555555555557,0.0,0.08
1367,2007-09-29,2007,9,29,19.444444444444443,0.0,0.0
1368,2007-09-30,2007,9,30,17.77777777777778,0.0,0.0
1369,2007-10-1,2007,10,1,17.77777777777778,0.0,0.0
1370,2007-10-2,2007,10,2,19.444444444444443,0.0,0.0
1371,2007-10-3,2007,10,3,22.22222222222222,0.0,0.03
1372,2007-10-4,2007,10,4,25.0,0.0,0.0
1373,2007-10-5,2007,10,5,23.88888888888889,0.0,0.0
1374,2007-10-6,2007,10,6,23.88888888888889,0.0,0.0
1375,2007-10-7,2007,10,7,23.88888888888889,0.0,0.0
1376,2007-10-8,2007,10,8,25.0,0.0,0.0
1377,2007-10-9,2007,10,9,21.11111111111111,0.0,0.52
1378,2007-10-10,2007,10,10,18.333333333333332,0.0,0.16
1379,2007-10-11,2007,10,11,17.22222222222222,0.0,1.48
1380,2007-10-12,2007,10,12,12.222222222222221,0.0,0.08
1381,2007-10-13,2007,10,13,12.222222222222221,0.0,0.0
1382,2007-10-14,2007,10,14,14.444444444444445,0.0,0.0
1383,2007-10-15,2007,10,15,14.444444444444445,0.0,0.0
1384,2007-10-16,2007,10,16,17.22222222222222,0.0,0.0
1385,2007-10-17,2007,10,17,18.88888888888889,0.0,0.0
1386,2007-10-18,2007,10,18,21.11111111111111,0.0,0.0
1387,2007-10-19,2007,10,19,20.555555555555557,0.0,0.38
1388,2007-10-20,2007,10,20,18.333333333333332,0.0,0.03
1389,2007-10-21,2007,10,21,18.333333333333332,0.0,0.0
1390,2007-10-22,2007,10,22,20.0,0.0,0.0
1391,2007-10-23,2007,10,23,22.22222222222222,0.0,0.01
1392,2007-10-24,2007,10,24,15.555555555555555,0.0,0.16
1393,2007-10-25,2007,10,25,11.666666666666666,0.0,0.14
1394,2007-10-26,2007,10,26,12.777777777777779,0.0,0.46
1395,2007-10-27,2007,10,27,16.666666666666668,0.0,1.2
1396,2007-10-28,2007,10,28,10.0,0.0,0.0
1397,2007-10-29,2007,10,29,7.777777777777778,0.0,0.0
1398,2007-10-30,2007,10,30,12.222222222222221,0.0,0.0
1399,2007-10-31,2007,10,31,13.88888888888889,0.0,0.0
1400,2007-11-01,2007,11,1,14.444444444444445,0.0,0.0
1401,2007-11-02,2007,11,2,10.0,0.0,0.0
1402,2007-11-03,2007,11,3,8.88888888888889,0.0,0.0
1403,2007-11-04,2007,11,4,10.555555555555555,0.0,0.0
1404,2007-11-05,2007,11,5,10.555555555555555,0.0,0.0
1405,2007-11-06,2007,11,6,10.0,0.0,0.52
1406,2007-11-07,2007,11,7,6.666666666666667,0.0,0.0
1407,2007-11-08,2007,11,8,5.0,0.0,0.0
1408,2007-11-09,2007,11,9,5.555555555555555,0.0,0.41
1409,2007-11-10,2007,11,10,5.555555555555555,0.0,0.13
1410,2007-11-11,2007,11,11,3.888888888888889,0.0,0.0
1411,2007-11-12,2007,11,12,6.666666666666667,0.0,0.11
1412,2007-11-13,2007,11,13,11.666666666666666,0.0,0.22
1413,2007-11-14,2007,11,14,11.11111111111111,0.0,0.0
1414,2007-11-15,2007,11,15,11.666666666666666,0.0,0.38
1415,2007-11-16,2007,11,16,5.555555555555555,0.0,0.0
1416,2007-11-17,2007,11,17,5.0,0.0,0.0
1417,2007-11-18,2007,11,18,5.555555555555555,0.0,0.0
1418,2007-11-19,2007,11,19,3.888888888888889,0.0,0.27
1419,2007-11-20,2007,11,20,6.666666666666667,0.0,0.11
1420,2007-11-21,2007,11,21,10.555555555555555,0.0,0.0
1421,2007-11-22,2007,11,22,11.666666666666666,0.0,0.03
1422,2007-11-23,2007,11,23,1.6666666666666667,0.0,0.0
1423,2007-11-24,2007,11,24,0.5555555555555556,0.0,0.0
1424,2007-11-25,2007,11,25,5.555555555555555,0.0,0.0
1425,2007-11-26,2007,11,26,10.555555555555555,0.0,1.25
1426,2007-11-27,2007,11,27,12.222222222222221,0.0,0.03
1427,2007-11-28,2007,11,28,4.444444444444445,0.0,0.0
1428,2007-11-29,2007,11,29,7.777777777777778,0.0,0.01
1429,2007-11-30,2007,11,30,3.888888888888889,0.0,0.0
1430,2007-12-01,2007,12,1,0.0,0.0,0.0
1431,2007-12-02,2007,12,2,-2.2222222222222223,1.4,0.33
1432,2007-12-03,2007,12,3,4.444444444444445,0.0,0.31
1433,2007-12-04,2007,12,4,-0.5555555555555556,0.0,0.0
1434,2007-12-05,2007,12,5,-0.5555555555555556,0.3,0.02
1435,2007-12-06,2007,12,6,-2.7777777777777777,0.0,0.0
1436,2007-12-07,2007,12,7,0.0,0.0,0.0
1437,2007-12-08,2007,12,8,3.888888888888889,0.0,0.0
1438,2007-12-09,2007,12,9,2.7777777777777777,0.0,0.32
1439,2007-12-10,2007,12,10,3.888888888888889,0.0,0.08
1440,2007-12-11,2007,12,11,4.444444444444445,0.0,0.01
1441,2007-12-12,2007,12,12,6.111111111111111,0.0,0.0
1442,2007-12-13,2007,12,13,0.5555555555555556,0.2,1.02
1443,2007-12-14,2007,12,14,2.7777777777777777,0.0,0.0
